HIP,Proxy,RAhms,DEdms,Vmag,VarFlag,r_Vmag,RAdeg,DEdeg,AstroRef,Plx,pmRA,pmDE,e_RAdeg,e_DEdeg,e_Plx,e_pmRA,e_pmDE,DE:RA,Plx:RA,Plx:DE,pmRA:RA,pmRA:DE,pmRA:Plx,pmDE:RA,pmDE:DE,pmDE:Plx,pmDE:pmRA,F1,F2,BTmag,e_BTmag,VTmag,e_VTmag,m_BTmag,B-V,e_B-V,r_B-V,V-I,e_V-I,r_V-I,CombMag,Hpmag,e_Hpmag,Hpscat,o_Hpmag,m_Hpmag,Hpmax,HPmin,Period,HvarType,moreVar,morePhoto,CCDM,n_CCDM,Nsys,Ncomp,MultFlag,Source,Qual,m_HIP,theta,rho,e_rho,dHp,e_dHp,Survey,Chart,Notes,HD,BD,CoD,CPD,(V-I)red,SpType,r_SpType
98066," ",19 55 50.23,-26 17 58.9,4.7,,G,298.95927101,-26.29968718," ",42.03,203.96,74.4,0.8,0.47,0.94,0.84,0.6,0.34,-0.54,-0.24,0.04,-0.05,0.26,-0.02,-0.08,-0.01,0.12,4,0.28,,,,," ",0.748,0.015,G,0.79,0.0,A," ",4.8317,7.0E-4,0.005,82," ",4.82,4.84,,C," "," ","          "," ",,1,G," "," ","  ",,,,,,S," "," ",188376,"          ",C-26 14637,P-26  6880,0.79,G3/G5III,3
13954," ",02 59 42.90,+08 54 26.6,4.71,,H,44.92873469,8.90740111," ",7.69,9.22,-14.92,0.7,0.46,0.76,0.77,0.59,0.4,0.17,-0.12,0.37,0.12,-0.23,0.04,-0.12,0.08,0.3,0,0.22,4.569,0.002,4.69,0.002," ",-0.109,0.006,G,-0.09,0.02,A," ",4.6767,4.0E-4,0.005,114," ",4.67,4.68,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",18604,"B+08  455 ","          ","          ",-0.09,B6III,X
114375,H,23 09 54.88,-22 27 27.3,4.71,,G,347.47865379,-22.45759248,*,6.26,35.92,-7.79,1.55,2.29,1.06,1.39,1.13,0.04,-0.14,-0.28,0.06,0.02,0.29,0.13,-0.19,0.4,0.49,2,0.35,5.506,0.004,4.79,0.003,*,0.674,0.015,G,0.75,0.02,A,*,4.8351,6.0E-4,0.005,57,*,4.83,4.85,,D," "," ",23099-2227,I,1,2,C," ",A,AS,285,0.205,0.005,0.77,0.08,S," "," ",218640,"          ",C-23 17771,P-23  8278,0.75,A3IV:,4
25737," ",05 29 43.98,-01 05 31.8,4.71,1,H,82.43325647,-1.09217557," ",7.15,0.19,-26.08,0.67,0.41,0.8,0.74,0.46,0.04,0.41,-0.03,-0.05,-0.27,-0.11,-0.34,0.08,-0.19,0.08,0,2.69,6.768,0.006,4.883,0.003," ",1.592,0.003,G,1.7,0.02,A," ",4.8168,9.0E-4,0.01,94," ",4.8,4.83,,M," "," ",05297-0106,I,1,1,G," "," ","  ",,,,,,S," "," ",36167,"B-01  913 ","          ","          ",1.7,K5III,X
22667," ",04 52 31.96,+14 15 02.8,4.71,2,H,73.13318214,14.25077828,*,6.02,-2.62,-56.13,0.97,0.6,0.94,1.35,0.82,0.32,0.08,-0.13,-0.25,-0.3,0.11,-0.31,0.03,-0.15,0.4,0,-0.43,7.037,0.007,4.941,0.004," ",1.773,0.007,T,2.63,0.02,O," ",4.7029,0.0052,0.031,55," ",4.66,4.75,30.29,P,1,A,"          "," ",,1,V," "," ","  ",,,,,,S," ",P,30959,"B+14  777 ","          ","          ",2.69,M3Sv,G
25984," ",05 32 43.67,+32 11 31.3,4.71,1,H,83.18197584,32.1920314," ",0.8,-1.81,-4.0,0.78,0.56,0.89,0.86,0.62,0.18,0.41,-0.34,0.25,0.34,-0.15,0.17,0.54,-0.17,0.56,0,-0.04,5.067,0.003,4.771,0.004," ",0.281,0.005,T,0.51,0.03,C," ",4.8053,0.0019,0.014,68," ",4.77,4.82,,U,2," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",36371,"B+32 1024 ","          ","          ",0.51,B5Iab,X
57283,H,11 44 45.76,-18 21 02.2,4.71,1,H,176.19066226,-18.35061467,*,9.31,27.15,-24.56,0.59,0.47,0.81,0.59,0.45,-0.41,-0.05,-0.01,-0.05,0.0,-0.16,-0.02,-0.01,0.27,-0.42,2,-0.58,5.943,0.003,4.818,0.002,*,0.958,0.039,G,0.94,0.02,A,*,4.876,6.0E-4,0.006,106,*,4.87,4.89,,M," "," ",11448-1821,H,1,2,C,S,D,AB,22,0.173,0.043,2.89,0.4,S," ",D,102070,"B-17 3460 ","          ","          ",0.94,G8III,4
97938," ",19 54 14.82,+08 27 41.9,4.71,,G,298.56175736,8.46165027," ",15.96,101.43,-81.28,0.66,0.59,1.01,0.78,0.66,0.34,-0.35,-0.52,0.08,-0.25,0.31,-0.05,0.25,-0.2,-0.04,0,-0.57,6.065,0.003,4.833,0.002," ",1.023,0.048,G,1.03,0.02,A," ",4.8749,5.0E-4,0.004,98," ",4.87,4.88,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",188310,"B+08 4261 ","          ","          ",1.03,K0III,X
16245," ",03 29 22.19,-62 56 18.4,4.71,,H,52.34244352,-62.93843436," ",46.65,383.05,373.11,0.44,0.43,0.48,0.46,0.48,-0.09,0.11,-0.16,-0.14,-0.04,0.2,-0.03,0.07,-0.02,0.03,1,1.12,5.179,0.003,4.756,0.004," ",0.41,0.003,G,0.49,0.02,A," ",4.8043,4.0E-4,0.004,127," ",4.8,4.81,,C," "," ",03294-6256,I,1,1," "," "," ","  ",,,,,,S," "," ",22001,"          ",C-63   112,P-63   234,0.49,F5IV-V,X
23693," ",05 05 30.69,-57 28 22.8,4.71,,G,76.37787652,-57.47298928," ",85.83,-31.87,117.42,0.42,0.43,0.46,0.46,0.48,-0.05,0.07,0.09,0.15,0.03,0.03,0.02,-0.01,-0.12,-0.04,0,0.94,5.326,0.003,4.77,0.002," ",0.526,0.011,G,0.6,0.0,A," ",4.8191,8.0E-4,0.007,88," ",4.81,4.83,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",33262,"          ","          ",P-57   735,0.6,F7V,X
46026," ",09 23 12.34,-28 50 02.1,4.71,,H,140.80140137,-28.83392305," ",17.92,-128.65,20.58,0.53,0.48,0.73,0.59,0.54,-0.11,-0.13,0.05,-0.05,-0.06,0.05,-0.04,-0.03,-0.09,-0.2,0,-3.11,5.872,0.003,4.823,0.002," ",0.892,0.039,G,0.91,0.02,A," ",4.8745,6.0E-4,0.006,109," ",4.86,4.88,," "," "," ","          "," ",,1,G," "," ","  ",,,,,,S," "," ",81169,"          ",C-28  7196,P-28  3717,0.91,G8III,3
45902," ",09 21 29.60,-25 57 55.5,4.71,2,H,140.37332838,-25.96541642," ",6.25,-12.28,-9.2,0.5,0.44,0.7,0.64,0.51,-0.02,-0.08,0.03,-0.03,0.02,0.25,0.02,0.02,-0.01,-0.16,0,0.69,6.88,0.007,4.906,0.004," ",1.633,0.059,G,1.91,0.02,A," ",4.7991,0.0022,0.018,112," ",4.77,4.83,,U,2," ","          "," ",,1," "," ",S,"  ",,,,,,S," ",P,80874,"          ",C-25  7114,P-25  4152,1.91,M0III,4
68191," ",13 57 38.94,-63 41 11.8,4.71,,G,209.41223681,-63.68661603," ",15.61,-40.45,-32.83,0.31,0.4,0.57,0.35,0.46,0.45,-0.19,-0.19,0.16,0.23,-0.12,0.21,0.05,0.03,0.48,0,0.57,6.123,0.002,4.827,0.002," ",1.075,0.062,G,1.05,0.02,A," ",4.8736,5.0E-4,0.006,265," ",4.86,4.88,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",121474,"          ","          ",P-63  3070,1.05,K4III,X
63945," ",13 06 16.73,-48 27 47.7,4.71,,G,196.56970994,-48.46325358," ",7.88,-29.72,-14.68,0.5,0.52,0.72,0.51,0.51,-0.1,-0.38,-0.07,0.17,0.1,-0.05,0.0,0.09,0.2,-0.09,0,1.36,4.528,0.002,4.68,0.002," ",-0.148,0.006,G,-0.14,0.02,A," ",4.6551,6.0E-4,0.004,99," ",4.65,4.66,," "," "," ",13063-4828,I,1,1," "," "," ","  ",,,,,,S," "," ",113703,"          ",C-47  8088,P-47  5844,-0.14,B5V,X
105140," ",21 17 56.25,-32 10 20.9,4.71,,G,319.48436063,-32.17248551," ",19.76,55.46,-22.12,0.81,0.57,0.88,1.15,0.48,0.03,-0.01,-0.22,0.31,-0.25,0.32,-0.19,-0.39,0.17,0.0,6,3.54,4.815,0.003,4.729,0.003," ",0.07,0.01,G,0.09,0.02,A," ",4.7454,6.0E-4,0.004,72," ",4.74,4.76,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",202627,"          ",C-32 16498,P-32  6329,0.09,A0V,3
6692," ",01 25 55.90,+68 07 47.8,4.72,,G,21.48293404,68.12994739," ",16.89,75.07,26.82,0.43,0.41,0.56,0.55,0.47,-0.24,0.19,0.05,0.12,0.0,0.07,-0.02,-0.05,0.04,-0.39,0,-0.54,6.079,0.003,4.842,0.002," ",1.047,0.009,G,1.01,0.03,C," ",4.8899,6.0E-4,0.006,144," ",4.88,4.9,," "," "," ",01259+6808,I,1,1," "," "," ","  ",,,,,,S," "," ",8491,"B+67  123 ","          ","          ",1.01,K0III,X
51056," ",10 25 54.87,+33 47 46.5,4.72,,G,156.47861301,33.79626364," ",15.76,-75.28,-59.0,0.63,0.46,0.8,0.68,0.46,-0.27,0.16,-0.02,0.09,-0.06,-0.26,-0.05,-0.17,0.12,-0.32,0,-0.98,5.04,0.003,4.756,0.002," ",0.26,0.012,G,0.31,0.03,C," ",4.7931,7.0E-4,0.006,118," ",4.79,4.83,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," ",P,90277,"B+34 2128 ","          ","          ",0.31,F0V,X
51658," ",10 33 14.00,+40 25 31.9,4.72,,H,158.30832166,40.42554046," ",29.13,-142.04,8.0,0.56,0.38,0.79,0.7,0.43,-0.18,0.11,-0.18,0.15,0.15,-0.42,0.07,-0.29,0.34,-0.38,1,0.93,4.981,0.002,4.749,0.002," ",0.222,0.013,G,0.23,0.03,C," ",4.7827,5.0E-4,0.005,158," ",4.77,4.79,," "," "," ",10332+4026,I,1,1," "," "," ","  ",,,,,,S," "," ",91312,"B+41 2101 ","          ","          ",0.23,A7IV,X
78592," ",16 02 47.85,+46 02 12.7,4.72,,H,240.69937951,46.03685378," ",8.68,56.01,-61.25,0.47,0.49,0.57,0.54,0.59,0.22,-0.07,-0.25,0.08,0.13,0.04,0.14,-0.04,0.24,0.36,0,0.21,4.604,0.002,4.705,0.002," ",-0.094,0.011,G,-0.06,0.03,C," ",4.6967,5.0E-4,0.005,95," ",4.69,4.71,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",144206,"B+46 2142 ","          ","          ",-0.06,B9III,X
64844," ",13 17 32.64,+40 34 21.2,4.72,1,G,199.38598801,40.57256275," ",11.39,-125.67,18.45,0.31,0.42,0.69,0.37,0.49,0.15,0.05,-0.11,0.1,-0.1,-0.06,-0.11,0.21,-0.25,0.18,0,0.29,5.099,0.002,4.747,0.001," ",0.306,0.009,G,0.31,0.03,C," ",4.7902,9.0E-4,0.011,248," ",4.78,4.81,0.12,P,1,A,"          "," ",,1," "," "," ","  ",,,,,,S," ",P,115604,"B+41 2380 ","          ","          ",0.31,F3III,X
25044," ",05 21 45.75,-00 22 56.9,4.72,1,H,80.4406153,-0.38246922," ",2.53,0.45,1.67,0.58,0.39,0.74,0.64,0.42,-0.06,0.4,-0.06,0.08,-0.23,0.03,-0.26,-0.07,-0.15,-0.19,0,0.6,4.5,0.002,4.686,0.002," ",-0.168,0.005,G,-0.17,0.02,A," ",4.6616,6.0E-4,0.005,137," ",4.65,4.67,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",35039,"B-00  930 ","          ","          ",-0.17,B2IV-V,X
27639," ",05 51 02.41,+37 18 20.5,4.72,1,H,87.7600428,37.30568175," ",6.86,36.96,-44.76,0.72,0.49,0.77,0.86,0.5,0.14,0.15,-0.12,0.31,0.34,-0.12,0.28,0.48,-0.05,0.13,2,1.56,6.85,0.007,4.918,0.003," ",1.621,0.01,G,1.9,0.03,C," ",4.8122,0.0019,0.012,77," ",4.8,4.84,,U,2," ","          "," ",,1," "," ",S,"  ",,,,,,S," "," ",38944,"B+37 1336 ","          ","          ",1.9,M1III,S
60202," ",12 20 43.09,+17 47 33.6,4.72,,H,185.17955477,17.79265307," ",9.04,-109.67,88.5,0.7,0.5,0.86,0.94,0.48,-0.31,-0.01,-0.06,0.11,0.03,-0.23,0.09,-0.26,0.09,-0.11,0,0.89,6.004,0.003,4.843,0.003," ",1.01,0.001,G,1.02,0.03,C," ",4.8881,6.0E-4,0.006,99," ",4.88,4.9,," "," "," ",12207+1748,I,1,1," "," "," ","  ",,,,,,S," "," ",107383,"B+18 2592 ","          ","          ",1.02,G8III,X
84514,H,17 16 36.71,-00 26 42.5,4.72,,G,259.15294004,-0.44514192,A,14.97,-33.09,-63.92,0.77,0.64,0.72,0.9,0.65,-0.32,-0.17,-0.08,0.43,-0.26,-0.11,-0.23,0.61,-0.1,-0.42,0,-0.37,6.242,0.005,4.867,0.003,*,1.119,0.053,G,1.09,0.02,A,*,4.8905,7.0E-4,0.005,82,*,4.88,4.9,,D," "," ",17166-0027,I,1,2,C," ",A,AB,0,0.973,0.005,2.48,0.02,S," "," ",156266,"B-00 3255 ","          ","          ",1.09,K2III,X
51438," ",10 30 20.08,-71 59 33.8,4.72,,H,157.58364619,-71.99271995," ",12.6,27.94,-30.04,0.4,0.42,0.47,0.45,0.48,0.13,-0.12,0.01,0.0,-0.08,0.09,-0.11,-0.11,0.16,0.09,1,-0.95,4.778,0.002,4.723,0.003," ",0.042,0.007,G,0.06,0.02,A," ",4.7402,4.0E-4,0.004,117," ",4.73,4.75,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",91375,"          ","          ",P-71  1034,0.06,A2III,X
29276," ",06 10 17.91,-54 58 07.2,4.72,2,H,92.574638,-54.96866057," ",1.97,-4.11,6.53,0.48,0.45,0.5,0.49,0.51,0.12,-0.03,-0.21,0.04,-0.22,0.26,-0.26,-0.36,0.16,0.01,0,1.14,4.423,0.007,4.687,0.007," ",-0.229,0.008,T,-0.24,0.02,A," ",4.637,0.0048,0.071,103," ",4.59,4.8,1.67,P,1,A,"          "," ",,1," "," "," ","  ",,,,,,S," "," ",42933,"          ","          ",P-54   980,-0.24,B0.5IV,X
46371," ",09 27 18.30,-22 20 36.3,4.72,1,H,141.82623904,-22.3434176," ",18.53,171.66,-150.17,0.68,0.5,1.1,1.36,0.63,-0.14,0.44,-0.23,0.56,-0.03,0.56,-0.04,0.0,-0.19,-0.18,2,-0.75,6.217,0.003,4.855,0.002," ",1.154,0.003,T,1.11,0.02,A," ",4.8881,5.0E-4,0.008,132," ",4.87,4.89,,M," "," ","          "," ",,1,G," "," ","  ",,,,,,S," "," ",81799,"B-21 2802 ","          ","          ",1.11,K1III,4
40084," ",08 11 16.32,-12 55 37.3,4.72,,G,122.81800545,-12.92701835," ",17.64,-26.04,8.08,0.5,0.43,0.69,0.52,0.52,-0.2,0.24,-0.31,-0.12,-0.15,-0.06,-0.21,0.14,-0.07,-0.18,1,2.08,5.922,0.003,4.825,0.002," ",0.939,0.004,G,0.93,0.02,A," ",4.8789,6.0E-4,0.006,126," ",4.87,4.89,," "," "," ",08112-1256,I,1,1," "," "," ","  ",,,,,,S," "," ",68290,"B-12 2385 ","          ","          ",0.93,K0III,4
58867," ",12 04 19.24,-63 09 56.6,4.72,,G,181.08015725,-63.16571094," ",4.33,-17.19,-0.01,0.39,0.44,0.53,0.45,0.47,0.14,-0.13,0.23,0.23,0.08,0.05,0.07,0.04,0.06,0.21,2,-0.63,4.6,0.002,4.708,0.003," ",-0.081,0.017,G,-0.06,0.02,A," ",4.6931,6.0E-4,0.006,137," ",4.68,4.7,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",104841,"          ",C-62   610,P-62  2561,-0.06,B2IV,X
107188," ",21 42 39.42,-18 51 58.7,4.72,,G,325.66423845,-18.86630105," ",11.22,145.9,-9.05,0.66,0.49,0.79,0.79,0.55,0.36,-0.01,-0.02,-0.06,-0.25,0.28,-0.27,0.12,0.03,0.42,0,0.78,5.849,0.002,4.83,0.002," ",0.868,0.026,G,0.91,0.02,A," ",4.8794,4.0E-4,0.005,110," ",4.87,4.9,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",206453,"B-19 6152 ","          ","          ",0.91,G8III,4
11313," ",02 25 37.40,+50 16 43.2,4.73,,H,36.40583743,50.27866588," ",9.46,23.79,-14.35,0.43,0.43,0.7,0.45,0.62,0.25,0.29,-0.07,0.07,0.0,0.24,0.08,0.02,0.21,0.27,4,0.04,6.75,0.004,4.9,0.002," ",1.532,0.009,G,1.58,0.03,C," ",4.851,7.0E-4,0.007,154," ",4.84,4.86,," "," "," ",02256+5017,I,1,1," "," "," ","  ",,,,,,S," "," ",14872,"B+49  656 ","          ","          ",1.58,K4III,X
79119," ",16 08 58.33,+36 29 24.4,4.73,,H,242.24303566,36.49010935," ",28.84,-40.71,343.47,0.43,0.42,0.54,0.54,0.5,0.18,0.02,0.04,-0.16,-0.11,0.07,-0.13,-0.11,-0.09,0.18,0,0.49,6.037,0.004,4.847,0.002," ",1.015,0.001,G,1.0,0.03,C," ",4.8948,5.0E-4,0.005,116," ",4.89,4.91,," "," "," ",16090+3629,I,1,1,G," "," ","  ",,,,,,S," "," ",145328,"B+36 2699 ","          ","          ",1.0,K0III-IV,X
33202,H,06 54 38.59,+13 10 40.9,4.73,,G,103.66080771,13.17801628,A,35.79,70.19,-77.79,1.13,0.77,1.15,1.22,0.9,-0.21,0.39,-0.22,-0.09,0.05,-0.2,0.1,-0.45,0.21,-0.19,4,2.76,5.06,0.004,4.735,0.004,A,0.321,0.016,G,0.36,0.01,L,*,4.7265,9.0E-4,0.004,63,*,4.72,4.73,,D," "," ",06546+1311,I,1,2,C," ",A,AB,146,7.193,0.015,3.01,0.06,S," "," ",50635,"B+13 1462 ","          ","          ",0.36,F0Vp,X
53907," ",11 01 49.67,-02 29 04.2,4.73,1,H,165.45695372,-2.48449705," ",6.34,9.58,-36.11,0.74,0.51,0.78,0.88,0.63,-0.16,0.16,-0.16,-0.18,-0.16,0.2,-0.22,0.14,-0.2,0.01,3,0.06,6.831,0.005,4.91,0.004," ",1.593,0.059,G,1.77,0.02,A," ",4.8314,0.0012,0.01,64," ",4.82,4.85,,U,2," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",95578,"B-01 2471 ","          ","          ",1.77,K5III,X
40096," ",08 11 25.90,-42 59 14.2,4.73,1,H,122.85790344,-42.98728888," ",0.7,-5.33,4.6,0.41,0.38,0.48,0.46,0.38,0.08,0.07,0.09,0.09,0.02,0.09,0.01,-0.08,0.08,0.0,0,-0.45,4.955,0.002,4.776,0.002," ",0.164,0.002,G,0.3,0.02,A," ",4.8043,7.0E-4,0.008,138," ",4.79,4.82,,M," "," ",08114-4259,I,1,1," "," "," ","  ",,,,,,S," "," ",68601,"          ",C-42  3979,P-42  2186,0.3,A7Ib,X
78914," ",16 06 29.42,-45 10 23.8,4.73,,H,241.6225984,-45.17327517," ",26.41,17.47,37.03,0.59,0.47,0.8,0.66,0.61,-0.22,-0.36,-0.11,0.09,-0.09,0.22,-0.02,0.25,-0.06,-0.41,2,-0.28,5.018,0.002,4.75,0.002," ",0.23,0.012,G,0.2,0.02,A," ",4.7948,5.0E-4,0.004,105," ",4.79,4.8,,C," "," ","          "," ",,1,G," "," ","  ",,,,,,S," "," ",144197,"          ",C-44 10625,P-44  7758,0.2,Am,X
103045," ",20 52 39.21,-08 58 59.7,4.73,,G,313.16335749,-8.98323782," ",21.01,47.06,-32.91,0.83,0.61,1.04,1.14,0.75,0.41,-0.29,-0.38,0.0,-0.14,-0.02,-0.05,0.3,-0.25,0.34,2,-0.64,5.115,0.003,4.755,0.003," ",0.325,0.003,G,0.36,0.02,A," ",4.8052,8.0E-4,0.006,74," ",4.8,4.82,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",198743,"B-09 5598 ","          ","          ",0.36,A3m,X
6193," ",01 19 27.98,+27 15 50.7,4.74,,H,19.86657455,27.26408682," ",10.49,26.21,-11.62,0.75,0.55,0.77,0.89,0.69,0.02,0.26,-0.1,0.45,-0.12,0.1,-0.03,0.22,0.24,0.13,0,0.81,4.813,0.003,4.757,0.004," ",0.032,0.007,G,0.1,0.03,C," ",4.7736,7.0E-4,0.005,57," ",4.77,4.78,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",7964,"B+26  220 ","          ","          ",0.1,A3V,X
2505,H,00 31 46.32,+54 31 20.4,4.74,,G,7.94299136,54.52232473,A,9.2,40.78,-14.81,0.81,1.0,1.06,0.79,0.8,-0.23,-0.01,0.21,-0.08,0.16,0.1,0.09,0.27,0.07,-0.31,6,0.59,4.621,0.002,4.723,0.002,*,-0.098,0.005,G,-0.08,0.01,H,*,4.7078,4.0E-4,0.005,237,*,4.7,4.72,,D," "," ",00318+5431,I,1,2,C," ",A,AB,190,0.446,0.002,0.04,0.01,S," "," ",2772,"B+53   82 ","          ","          ",-0.08,B8Vn,X
15520," ",03 19 59.26,+65 39 08.4,4.74,1,H,49.99690314,65.65232717," ",4.07,11.27,-14.32,0.34,0.4,0.62,0.37,0.49,-0.19,0.18,-0.09,0.16,0.05,0.14,0.07,0.26,-0.06,-0.16,0,-0.7,4.591,0.002,4.717,0.002," ",-0.108,0.002,T,-0.12,0.03,C," ",4.6984,0.0014,0.014,200," ",4.67,4.72,,U,2," ",03201+6540,I,1,1," "," "," ","  ",,,,,,S," ",P,20336,"B+65  340 ","          ","          ",-0.12,B2.5Vne,X
44390," ",09 02 32.73,+67 37 46.5,4.74,1,H,135.63635792,67.62957486," ",11.35,-22.08,18.15,0.35,0.42,0.62,0.4,0.52,0.3,0.12,0.02,-0.03,-0.06,0.11,-0.04,-0.17,-0.03,0.46,0,-0.75,6.768,0.004,4.948,0.002," ",1.542,0.01,G,2.15,0.0,G," ",4.8084,8.0E-4,0.011,212," ",4.79,4.83,,U,2," ","          "," ",,1," "," ",S,"  ",,,,,,S," "," ",76827,"B+68  551 ","          ","          ",2.15,M3III,S
77661," ",15 51 15.94,+20 58 40.4,4.74,1,H,237.81642977,20.97787548," ",8.26,-54.7,17.99,0.53,0.51,0.71,0.66,0.64,0.05,-0.1,-0.09,-0.13,-0.42,0.07,-0.47,0.28,-0.07,0.21,3,1.56,6.739,0.005,4.915,0.003," ",1.534,0.005,G,1.6,0.03,C," ",4.8612,0.0011,0.009,112," ",4.85,4.88,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",141992,"B+21 2829 ","          ","          ",1.6,K5III,X
96052," ",19 31 46.32,+34 27 10.7,4.74,,H,292.94300436,34.45297707," ",5.2,1.06,-3.58,0.39,0.42,0.55,0.41,0.5,0.03,-0.14,-0.31,0.06,0.08,0.04,0.12,0.16,-0.09,0.01,0,-0.74,4.552,0.002,4.716,0.002," ",-0.15,0.005,G,-0.12,0.03,C," ",4.6931,3.0E-4,0.005,136," ",4.69,4.7,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",184171,"B+34 3590 ","          ","          ",-0.12,B3IV,X
103632,H,20 59 49.55,+47 31 15.4,4.74,1,H,314.95645946,47.52094507,*,2.9,7.25,2.47,0.74,1.09,0.64,0.67,0.7,0.19,0.07,-0.22,-0.1,-0.13,0.16,-0.06,-0.41,0.09,0.24,7,0.54,4.641,0.002,4.739,0.003,*,-0.084,0.004,T,-0.06,0.01,L,*,4.72,0.0016,0.013,98,*,4.7,4.74,,U,2,C,20598+4731,I,1,2,C," ",A,AE,33,0.202,0.03,2.84,0.38,S," "," ",200120,"B+46 3133 ","          ","          ",-0.07,B1ne,X
108874," ",22 03 18.83,-02 09 19.2,4.74,2,T,330.82845686,-2.15533588," ",8.56,24.81,-11.14,0.77,0.54,0.81,0.99,0.57,0.14,-0.11,-0.18,0.02,0.13,0.31,0.19,0.34,0.03,0.06,2,-0.43,4.622,0.021,4.727,0.018," ",-0.1,0.11,G,-0.03,0.02,A," ",4.6852,0.0248,0.104,57," ",4.66,4.91,,U,2,C,"          "," ",,1," "," "," ","  ",,,,,,S," "," ",209409,"B-02 5681 ","          ","          ",-0.03,B7IVe,X
16341," ",03 30 37.05,-05 04 30.6,4.74,,H,52.65437447,-5.07516332," ",8.57,13.31,7.34,0.63,0.44,0.73,0.68,0.58,0.14,0.4,0.05,0.16,-0.06,-0.06,-0.1,-0.06,-0.09,0.11,0,-0.98,4.618,0.003,4.718,0.003," ",-0.092,0.008,G,-0.07,0.02,A," ",4.71,4.0E-4,0.004,91," ",4.7,4.72,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",21790,"B-05  674 ","          ","          ",-0.07,B9Vs,X
64924," ",13 18 24.97,-18 18 31.0,4.74,,G,199.60405,-18.30861062," ",117.3,-1069.9,-1063.78,0.63,0.44,0.71,0.67,0.42,-0.35,-0.25,0.09,0.07,-0.05,0.13,-0.07,0.06,0.07,-0.32,2,1.53,,,,," ",0.709,0.007,G,0.75,0.02,A," ",4.866,6.0E-4,0.005,99," ",4.86,4.89,,C," "," ",13185-1818,I,1,1," "," "," ","  ",,,,,,S," "," ",115617,"B-17 3813 ","          ","          ",0.75,G5V,4
88116," ",17 59 47.56,-23 48 57.6,4.74,,H,269.94815306,-23.81601126," ",7.47,-5.4,-50.3,0.77,0.53,0.93,0.91,0.55,-0.11,-0.27,-0.45,-0.2,0.38,-0.23,0.16,-0.52,0.33,-0.48,0,-0.16,4.703,0.002,4.729,0.002," ",-0.03,0.012,G,-0.01,0.02,A," ",4.7346,6.0E-4,0.005,84," ",4.73,4.74,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",163955,"          ",C-23 13731,P-23  6707,-0.01,B9V,4
12413," ",02 39 47.92,-42 53 29.9,4.74,,G,39.94966387,-42.89163328," ",25.15,92.11,-15.07,0.54,0.47,0.61,0.86,0.58,-0.04,0.07,-0.02,-0.38,-0.1,0.06,-0.17,0.01,-0.14,0.15,0,-0.22,,,,," ",0.061,0.003,G,0.09,0.01,A," ",4.7613,7.0E-4,0.007,131," ",4.75,4.77,," "," "," ",02398-4254,I,1,1,G," "," ","  ",,,,,,S," "," ",16754,"          ",C-43   814,P-43   277,0.09,A2V,2
11783," ",02 32 05.28,-15 14 39.6,4.74,,H,38.02198846,-15.2443199," ",38.73,-80.92,-146.84,0.58,0.57,0.87,0.69,0.64,0.42,0.2,-0.05,0.31,-0.01,0.16,-0.03,-0.01,-0.2,0.41,4,1.21,5.266,0.003,4.788,0.002," ",0.454,0.012,G,0.55,0.02,A," ",4.8432,4.0E-4,0.004,97," ",4.84,4.85,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",15798,"B-15  449 ","          ","          ",0.55,F5V,4
39903," ",08 09 00.86,-61 18 06.1,4.74,,H,122.25357658,-61.3017058," ",46.75,-155.04,-297.69,3.41,3.2,3.38,3.74,3.52,-0.16,-0.05,0.1,-0.26,0.07,0.0,0.07,-0.29,-0.02,-0.27,0,,5.261,0.002,4.796,0.002," ",0.437,0.014,G,0.53,0.02,A," ",4.8438,5.0E-4,0.005,103," ",4.84,4.85,,C," "," ","          "," ",,1,X," "," ","  ",,,,,,S," "," ",68456,"          ",C-60  2088,P-60  1074,0.53,F5V,1
